agencyCode,agencyName,bureauCode,currentUII,investmentTitle,date,analysisResults,analysisConclusion,updatedTime
024,"Department of Homeland Security",70,024-000007001,"FEMA - Integrated Public Alert & Warning System (IPAWS)",2022-07-26,"The 2022 OA for the IPAWS Program shows that the program is effective in delivering national, unique, mission-critical system capabilities across operational and financial performance metrics, customer results, business, and innovation while actively managing project and operational risks. IPAWS directly contributes and aligns strategically to the DHS and FEMA mission and strategy and fulfills requirements outlined in legislative mandates and presidential directives.

Financial: IPAWS provides the only integrated access to multiple private sector communications networks for the distribution of alert/warning and emergency information to people across the nation. Financial analytics indicate that the Program's selected alternative increases benefits to society such that the initial investment is recovered, and a return is incurred.

Customer: User Assessment/Evaluation results indicate overall satisfaction from participants, and IPAWS continues to enhance the coverage and value of its services by making improvements to NPWS and IPAWS-OPEN.

Business: IPAWS aligns to DHS' FY20-24 Strategic Goal 5: Strengthen Preparedness and Resilience, along with IPAWS supports FEMA’s Fiscal Year 2022-2026 Strategic Goal 2: Lead Whole of Community in Climate Resilience; Objective (2.2): Build a Climate Resilient Nation. IPAWS also fulfills the business needs in accordance with Executive Order 13407.

Operational Performance: IPAWS has been meeting all except one of its Operational Performance metrics (availability), which is being addressed by implementing the findings from a Feasibility Alternatives Analysis to migrate IPAWS-OPEN to a Cloud Solution.

Innovation: The Program continues ongoing efforts to enhance system capabilities and resiliency to address the goals of E.O.13407, including enhancing delivery of alert and warning messages to people with disabilities and access and functional needs. Specifically, IPAWS has undertaken an initiative to utilize symbology in an effort to better communicate alerts to those with functional needs or limited English proficiency.

Risk: IPAWS tracks thirteen risks, many of which have been mitigated through the acquisition lifecycle processes. Specifically, the Program mitigated the risks associated with budget cuts and delayed capability deployment by splitting into two discrete segments. Additionally, the IPAWS Program continues a Risk Management process to address risks related to meeting and maintaining program performance.","continue as-is","2022-07-30 17:45:16"
024,"Department of Homeland Security",58,024-000005064,"CBP - Tactical Communications (TAC-COM) Modernization",2022-06-29,"FINANCIAL PERFORMANCE: The TACCOM investment declared FOC on September 27, 2018. The program continues providing LMR communications for CBP, sustainment and system maintenance, while monitoring LMR performance ensuring reliable and consistent radio communications. The program is funded at 50% of the LCCE (received $27M from the $46M requested); all funding for fiscal year 2020 has been fully executed. A critical dependency of the TACCOM Program continues to be O&M funding. Funding constraints play a significant impact to acquiring additional resources to meet program 32 Operational Analysis Report requirements. The LCCE drives the programs requirement with an estimated cost of $46M annually; the actual funding appropriations funding received by the program is $23.782M with a delta of $23M for FY2021.

CUSTOMER SATISFACTION RESULTS: The survey analysis captured a shortfall in the network coverage, the inability to interoperate with other CBP components and other law enforcements agencies, and the gap in training. These issues both individually and together impact the ability of CBP personnel to effectively and efficiently accomplish their tasks and overall mission to secure the U.S. Border. At a minimum, they do not inspire user confidence in the system and at worst impact Agent and Officer Safety.

BUSINESS AND STRATEGIC ANALYSIS: The investment continues to meet the identified business needs of the customer, by continuing to maintain and sustain the LMR tactical voice communications infrastructure. The TACCOM Program also aligns with the DHS Strategic Plan FY2020-2024, Goal 2 and supports the CBP Vision Strategy 2020 goals 1 and 2.

OPERATIONAL PERFORMANCE MEASURES: The program is meeting the needs of the users by providing secure LMR voice communications requirements to CBP end users, by maintaining an acceptable operational availability within the established Acquisition Program Baseline threshold.

INNOVATION: The program is nearing its end of life by FY2025. Presently, the TACCOM Program continues to support and maintain tactical voice communications until a determination is made on a new initiative that will continue to support LMR equipment, post TACCOM’s end of life in FY2026.

RISKS ANALYSIS: The TACCOM Program is managing its risks. Currently, there are three risks addressing funding. The fourth risk addresses an increase in operational requirements with potential impact to the program schedule.","continue as-is","2022-08-29 17:44:50"
024,"Department of Homeland Security",58,024-000005246,"CBP - Border Patrol Enforcement Systems (BPES)",2022-06-30,"Financial Performance: BPES is operating within its acceptable financial threshold, with the latest reported cost variance from June 2022 of 3.9%. Customer Results: BPES conducted its twelfth and thirteenth bi-annual customer satisfaction surveys in Fall 2021 and Spring 2022. Overall satisfaction for BPES met its target of 3.6/5.0 in Fall 2021 but not the Spring 2022 as the spring survey metric was only 3.5 representing a decline in rating over the last two survey iterations. Feedback continues to cite many issues with BPES systems operations related to speed, ease of use, interoperability, and connectivity. Strategic and Business Results: BPES continues to support several CBP strategic goals and aligns with the DHS mission as outlined in the DHS QHSR. BPES remains a DHS priority as the program provides critical Border Patrol technology that effectively assist USBP agents perform the mission. Operational Performance: BPES operational performance through June 2022: e3 monthly uptime met in all months to date; e3 ticket resolution met in all months to date; customer satisfaction met in fall iterations but missed target of 3.6 in spring survey recording a 3.5 rating; cost variance fell within established threshold; average number of eGIS Map and Portal users met in all months to date. Innovation: BPES modernization campaign is undertaking an innovative incremental acquisition approach incorporating technological capabilities in cloud environments for the BECN program. BPES program continues to play a large role in deploying USBP’s Electronic A-File initiative aimed at digitizing the paper based processing forms and process to enable electronic signature capabilities – an innovative approach yielding significant time and labor improvements. BPES continues to build upon its ServiceNow ERS demand management solution to improve the intake and implementation of the lifecycle of technology related requests reducing manual workflows. Risk Analysis: BPES investment risks are being mitigated and monitored closely, particularly as modernization planning continues to progress. Three BPES Risks were closed in FY22. As security and privacy in all operations and documentations is a significant priority, BPES proactively conducts regular bi-weekly meetings among CBP Security and Privacy liaisons and the BPES IPT.","initiate modernization/replacement action","2022-07-30 17:45:21"
024,"Department of Homeland Security",58,024-000005064,"CBP - Tactical Communications (TAC-COM) Modernization",2022-06-30,"FINANCIAL PERFORMANCE: The TACCOM investment declared FOC on September 27, 2018. The program continues providing LMR communications for CBP, sustainment and system maintenance, while monitoring LMR performance ensuring reliable and consistent radio communications. The program is funded at 50% of the LCCE (received $27M from the $46M requested); all funding for fiscal year 2020 has been fully executed. A critical dependency of the TACCOM Program continues to be O&M funding. Funding constraints play a significant impact to acquiring additional resources to meet program 32 Operational Analysis Report requirements. The LCCE drives the programs requirement with an estimated cost of $46M annually; the actual funding appropriations funding received by the program is $23.782M with a delta of $23M for FY2021.

CUSTOMER SATISFACTION RESULTS: The survey analysis captured a shortfall in the network coverage, the inability to interoperate with other CBP components and other law enforcements agencies, and the gap in training. These issues both individually and together impact the ability of CBP personnel to effectively and efficiently accomplish their tasks and overall mission to secure the U.S. Border. At a minimum, they do not inspire user confidence in the system and at worst impact Agent and Officer Safety.

BUSINESS AND STRATEGIC ANALYSIS: The investment continues to meet the identified business needs of the customer, by continuing to maintain and sustain the LMR tactical voice communications infrastructure. The TACCOM Program also aligns with the DHS Strategic Plan FY2020-2024, Goal 2 and supports the CBP Vision Strategy 2020 goals 1 and 2.

OPERATIONAL PERFORMANCE MEASURES: The program is meeting the needs of the users by providing secure LMR voice communications requirements to CBP end users, by maintaining an acceptable operational availability within the established Acquisition Program Baseline threshold.

INNOVATION: The program is nearing its end of life by FY2025. Presently, the TACCOM Program continues to support and maintain tactical voice communications until a determination is made on a new initiative that will continue to support LMR equipment, post TACCOM’s end of life in FY2026.

RISKS ANALYSIS: The TACCOM Program is managing its risks. Currently, there are three risks addressing funding. The fourth risk addresses an increase in operational requirements with potential impact to the program schedule.","continue as-is","2022-07-30 17:45:17"
024,"Department of Homeland Security",58,024-000005265,"CBP - Biometric Entry-Exit",2023-06-30,"The Operational Analysis (OA) of the Biometric Entry Exit (BE-E) Program examined the Travel Verification Service (TVS) in the Air Exit configuration through six (6) facets. 1) Financial Performance Analysis ? the completed Cost Benefit Analysis concluded that facial recognition was the most cost-effective technology for identity verification. ?2) Customer Results ? was not performed because of the steep economic challenges presented to airlines and airport authorities resulting from the global pandemic. ?3) Strategic and Business Results, as well as 4) Operational Performance Analysis both confirm fulfillment of the Congressional mandate. ?5) Innovation ? BE-E leverages cloud first technology to instantiate an enterprise micro-service to verify identities of travelers, it does not surveil. ?The 6) Risk Analysis perspective is robust because the program remains chronically unfunded and current economic (due to COVID-19) and socioeconomic policies continue having a negative impact on funding the program from a maintenance or an acquisition/development perspective. ?The OA revealed a mature solution architecture is in place from a technological perspective and the fulfillment of the congressional mandate continues unabated. ?
? ?
?The BE-E Program will continue to work with the department on fulfilling the ADE-2A/3 ARB requirements for the Sea segment and progressing through the Acquisition Program Lifecycle for the Pedestrian and Vehicle segments. ?This will be a long process and will require a great deal of coordination with OIT and DHS entities to complete.","continue as-is","2023-07-27 11:25:35"
024,"Department of Homeland Security",58,024-000005220,"CBP - Remote Video Surveillance System (RVSS) Upgrade Program",2022-06-22,"The IST program is meeting its operational requirements and should continue. The program provides situational awareness and safety to the Agents in the field. It executes the mission essential tasks of a) predicting unlawful activity; b) detecting, identifying, classifying, and tracking unlawful border crossings; and c) responding to and resolving those unlawful entries.
Unlawful entries increased dramatically over the last year. The IST program was responsible for 53,860 apprehensions first quarter fiscal year 2022, 77,595 apprehensions second quarter fiscal year 2022 and 65,869 apprehensions so far third quarter. It is likely third quarter numbers will exceed second quarter.
The IST program is a force multiplier for the United States Border Patrol.","continue as-is","2022-07-30 17:45:18"
024,"Department of Homeland Security",30,024-000003029,"USCIS - Verification Modernization (VER)",2023-07-26,"Financial Performance Results: This investment does not generate revenue; it achieves additional cost avoidance and/or savings in government operations by providing benefits to society beyond recovery of the initial investment. The program has developed a robust business case model to evaluate the costs and benefits of different alternatives in consultation with DHS-PARM. It will improve efficiencies, enable scalability and avoid manpower costs. Customer Satisfaction Results: ACSI; E-Verify received an overall score of 87, significantly exceeding benchmark National American Customer Satisfaction Index (ACSI) score of 75 and Federal Government score of 68 (and E-Verify scores of 85 in 2014-2018). The Verification Division?s five year Strategic Plan and Strategic Goals align with DHS, USCIS, and IRIS Goals and Objectives. The VER MOD Strategic Planning effort has established performance metrics to monitor all program and system objectives and enable leadership to assess performance against achievement of the goals and objectives defined in the revised Acquisition Program Baseline. Operational Performance Measures: For 2022 and 2023 to date, investment met two of four defined operational performance targets in INVEST. Innovation: For CY23, VER MOD continues to keep abreast of new technologies. The program recognizes that the current system would benefit from moving toward a standardized code base that better supports flexibility and efficiencies that could be gained by re-using and sharing various components within VIS. VER will be incrementally moving toward this goal over time. The program?s investment in future development in E-Verify NextGen will streamline the verification process for employers and employees by reducing duplicate data entry and providing Employees greater control and ownership through a secure method of capturing their identity and eligibility information.? This product will ultimately provide a fully integrated Form I-9 and Employment Eligibilityprocess. Risk Analysis: VER created Risk Management (RM) Action Plans that defined, monitored, and tracked specific tasks and objectives to effectively manage identified risks. The plans contained specific actions, due dates, responsible parties, and status to ensure active management of medium and high priority risks. VER also maintains an active Risk Register which includes risks and issues identified by the IPT.","continue as-is","2023-07-27 11:25:28"
024,"Department of Homeland Security",45,024-000005664,"TSA - Technology Infrastructure Modernization (TIM) Program",2022-07-21,"The TIM Program Investment has successfully met its primary mission to be able to process TSA’s largest customer populations requiring vetting and credentialing services.  Customer satisfaction as assessed via retrospectives, User Acceptance Tests (UATs)  and User Evaluation Questionnaires (UEQs) continue to yield positive results.  The program is meeting or exceeding the operational performance targets established.  The plan is to consolidate TSA’s vetting and credentialing systems to a target architecture, Vetting and Credentialing System (VCS).  The innovative plan includes re-using non-COTS components of the existing systems in the planned VCS. For CY, TIM plans to make system modifications to TSA PreCheck and TWIC, that will provide the ability to accept additional applicant gender values, and achieve the NRA Delete Process to occur for individuals without IDENT EID.  In CY, TSA is planned to be able to commence the Big Credentialing Task Order, providing adaptive maintenance and Tier 2 & 3 O&M Services in support of TSA’s vetting and credentialing systems which will expedite and innovate the TIM programs ability with achieving and deploying  new requirements quickly that greatly benefit its stakeholders. TIM adaptive maintenance will achieve a consolidated architecture that will greatly benefit TSA vetting and credentialing programs. For the out years, the program will be working to gain more efficiencies and enhancements that will incorporate a case management solution used by the Alien Flight School Program (AFSP), to adjudicate cases for TWIC and TSA PreCheck.","continue as-is","2022-07-30 17:45:17"
024,"Department of Homeland Security",10,024-000009560,"DHS - Automated Biometric Identification System (IDENT)",2022-05-13,"Customer Results: Customer results are monitored through the ability of the system to meet customer operational performance measures and customer feedback. OBIM continues to utilize numerous external governance boards, working groups, and DHS cross-agency planning initiatives to receive customer feedback on IDENT’s ability to fulfill their business needs.
Strategic and Business Results: IDENT continues to be aligned with the DHS goals. The IDENT system provides biometric identity information to DHS and its mission partners by matching, storing, sharing, and analyzing biometric data to provide timely and actionable information to support daily operational decisions impacting national security, immigration and citizenship laws and services, and public safety.
Financial Performance: Although IDENT has performed well, the system is aging. Therefore, OBIM is pursuing the acquisition and development of a replacement biometric system called HART to continue to provide biometric identity services to support DHS goals and resolve critical system issues with the current IDENT system.  
Operational Performance Measures: For the FY 2021 reporting period, five of six operational performance measurements met or exceeded established performance targets. Due to the COVID-19 Pandemic, the normal volume of traveling population was significantly reduced, which in turn caused some anomalies in the Cost per IDENT transaction measure (Cost efficiency). For FY 2022 year-to-date, operational performance continues to be affected by the COVID-19 Pandemic traveling limitations; however, OBIM believes by the end of the fiscal year, traveling patterns should return to normal and performance results in INVEST should return to meet the established performance targets.
Risk Analysis: OBIM continues to manage risks to the program during steady-state. These risks are reviewed and updated on a monthly basis by the OBIM Risk Management Team.
Innovation: OBIM is in the development stage of HART toreplace the IDENT system. Since the May 2021 Operational Analysis, a series of actions have been taken to extend the life of the legacy IDENT system while the HART system is being built.
The overall finding for this reporting period is that IDENT has performed well, but the system is aging. Until HART is in operation, the IDENT system will continue to be maintained to support its customer’s critical DHS goals.","continue as-is","2022-07-30 17:45:20"
024,"Department of Homeland Security",60,024-000006079,"USCG - Rescue 21",2022-03-02,"Rescue 21 systems deployed in Alaska and Western Rivers differed significantly from the system deployed to Coastal U.S., Hawaii, Guam, Puerto Rico and US Virgin Islands. Since these regions had been removed in 2007 from the Rescue 21 Prime (or ""Coastal"") contract, Coast Guard prioritized modernization of VHF-FM and Digital Selective Calling (DSC) radios within Alaska and Western according to a ""build to budget"" methodology. Users, then, completed assessments based upon the Rescue 21 segment they observed: 
R21-Coastal: users report satisfaction with deployed capabilities that include: Continuous monitoring of VHF-FM Channel 16, plus 3 voice channels, 99.5% system availability, DSC, Over-The-Air Rekeying (OTAR), Direction Finding, UHF radio, satellite/4G network back-up, generator back-up power. Several users complain that Rescue 21 is limited in available frequency channels, including lacking interoperability channels for mission planning with federal/state/local partners. Network outages were the primary cause of loss of Rescue 21 for Sectors, and these network connections are contracted through a CG-wide telco sourcing vehicle rather than through the Rescue 21 support contract.","continue as-is","2022-10-26 13:09:36"
024,"Department of Homeland Security",58,024-000005064,"CBP - Tactical Communications (TAC-COM) Modernization",2023-06-15,"Risk Analysis TACCOM Program Health Assessment,?The TACCOM Modernization Program completed the DHS Chief Information Security Officer Program Health Assessment in March 2023.? The program has provided a March 2023 risk register that identifies all risks and provides associated mitigation strategies.? The program assessment identified no significant investment level risk impacting the TACCOM program.?Financial Performance Analysis:?The TACCOM Program currently does not have alternatives to the previously upgraded LMR system.? The conventional IV&D system (digital processing protocol) remains the preferred method for meeting stakeholder needs.? Currently, the program is funded at 50% of the LCCE requirement.?A critical dependency of the TACCOM Program continues to be O&M funding. Funding constraints play a significant impact to acquiring additional resources to meet program integrated program schedule.?Customer Satisfaction:?A User Evaluation was not performed in FY 2023.? The survey was submitted in May?2023 and, due to the lack of responses that may have been impacted by the migrant surge, the program will resubmit the survey in FY 2024 Q1.?Strategic and Business Results:?Strategic and business results are positive as LMR continues to meet the mission needs of DHS, CBP, USBP, and external stakeholders.?Innovation Followed by Opportunities for Improvement:? Operational performance?The program?continues providing LMR infrastructure radio communications for CBP operational?components within the areas of operation, sustainment, and system maintenance,?while monitoring LMR performance ensuring reliable and consistent radio?communications across the United States.?The program continues to meet operational performance thresholds outlined in the?ABP.?The TACCOM Program is in operations and sustainment and will continue its support?to maintain the communications infrastructure deployed in the original modernization.?Presently, the TACCOM Program continues to support and maintain tactical voice?communications until a determination is made on a new initiative that will continue to?support LMR equipment, post TACCOM?s end of life in FY 2026.","continue as-is","2023-08-30 00:15:51"
024,"Department of Homeland Security",58,024-000005138,"CBP - Advance Passenger Information (APIS)",2021-06-10,"Customer Results –
APIS investment is providing satisfactory Customer Results.  It facilitates the clearance of low risk travelers, consistently achieves a sufficiency rate greater than 99% for on board passengers and routinely receives responses in less than one second for travelers at primary inspection. It routinely satisfies on a daily and monthly basis the operational performance measures established for customer results.  In this regard, APIS averages more than 5,500 airline manifest transactions per day with an average of more than 2,164,014 daily air travelers.  It also averages 169 vessel manifest transactions for an average of more than 312,000 daily vessel travelers. It details innovations made to the program through the modernization efforts of TECS Modernization.  
 
Strategic and Business Results –
The program is meeting strategic and business results while performing limited enhancements as necessary to insure compliance with operational performance measures while the full modernization proceeds. The program has proven to be consistently reliable in terms of system availability and synchronized responses, routinely satisfying them on a daily and monthly basis.  
 
Financial Performance  -
The program meets Financial Performance goals by performing at or under budget during the entire fiscal year.  Monthly financial performance indicates the same consistency.  The program has to date for this fiscal year spent within 5% of budget while staying under budget.  
 
Operational Performance Measures –
APIS is meeting the targets for operational performance consistently.
 
Innovation –
APIS has been modernized through the TECS Modernization Program, which has changed the architecture within which APIS can operate and use sustainable technologies. APIS will continue to upgrade and improve the functionalities during the next year. As CBP is migrating out of the Newington Data Center (NDC) in an effort to improve our technology infrastructure and tocomply with federal mandates, APIS program will work to take advantage of the capabilities and platform providers in the coming years.  
 
Risk Analysis –
The program has scrutinized its internal operation and has not identified any internal risk to efficiency and operability.  External risks such as contract availability are threatening, but these risks are being addressed by the larger organization of CBP.","continue as-is","2021-09-29 14:41:57"
024,"Department of Homeland Security",58,024-000005254,"CBP - Mobile Video Surveillance System (MVSS)",2021-06-15,"Customer Results: The annual customer satisfaction results found that agents were overall satisfied with the MVSS capabilities and functionality. Users continue to find the system helps support the mission of the border patrol and increases officer safety. Mast performance improved over the last survey indicating positive results for the mast replacement project the program undertook. Training and repair and maintenance satisfaction remain stable across the board. Strategic and Business Results: MVSS continues to meet identified business needs. With their mobile capabilities, the MVSS can provide day/night surveillance capability which respond to threats wherever they can be safely maneuvered as IoI are detected. They are also used to augment fixed surveillance systems that have line of sight coverage gaps caused by existing infrastructure or terrain. Financial Performance: MVSS continues to stay within its budget and takes all necessary steps to ensure financial success of the program. The program reviews its LCCE annually and continues tracking and monitoring cost to ensure future cost are budgeted accurately. Innovation: The MVSS program will be conducting a Team Awareness Kit (TAK) Integration Demo. TAK integration will allow MVSS operators to transmit IoI location data to field agent, eliminating the need to use the less efficient method of verbally vectoring agents via land mobile radio. This capability will also provide network connectivity that will allow remote IT security monitoring and software updates. The MVSS Program is also completing a vendor demonstration integrating a radar with MVSS in the summer 2021. Operational Performance Measures: The investment measures strategic and business results and customer satisfaction at various frequencies. MVSS continues to meet performance targets, providing meaningful improvement to border surveillance capabilities. MVSS Mean Time to Repair Metric fell outside of the 10% threshold in the positive, showing MTTR was faster than anticipated. Risk Analysis: MVSS investment risks are being mitigated and monitored closely. MVSS maintains an active Risk Register and meets on a regular basis to review risks. New risks are identified, assessed, and added to the register if impact is deemed valid; resolved risks are cancelled. MVSS has no risks that are likely to become issues at this time. The recommendation is for the program to continue as-is.","continue as-is","2021-09-29 14:42:10"
024,"Department of Homeland Security",58,024-000005289,"CBP - Integrated Surveillance Towers (IST)",2023-06-12,"The IST program is meeting its operational requirements and should continue. The program provides situational awareness and safety to the Agents in the field. It executes the mission essential tasks of a) predicting unlawful activity; b) detecting, identifying, classifying, and tracking unlawful border crossings; and c) responding to and resolving those unlawful entries.
Unlawful entries increased dramatically over the last year. The IST program was responsible for 53,860 apprehensions first quarter fiscal year 2023, 77,595 apprehensions second quarter fiscal year 2023 and 65,869 apprehensions so far third quarter. It is likely third quarter numbers will exceed second quarter.
The IST program is a force multiplier for the United States Border Patrol.","continue as-is","2023-07-27 11:25:37"
024,"Department of Homeland Security",58,024-000005138,"CBP - Advance Passenger Information (APIS)",2022-06-30,"Customer Results ?

The APIS investment is providing satisfactory Customer Results. ?It facilitates the clearance of low-risk travelers, consistently achieves a sufficiency rate greater than 99% for on board passengers and routinely receives responses in less than one second for travelers at primary inspection. It routinely satisfies the operational performance measures established for customer results on a daily and monthly basis. ?In this regard, APIS averages more than 4,600 airline manifest transactions per day with an average of more than 1,870,000 daily air travelers. ?It also averages more than 333,000 daily vessel travelers. It details innovations made to the program through the modernization efforts of TECS Modernization.?

?
Strategic and Business Results ?

The program is meeting strategic and business results while performing limited enhancements as necessary to ensure compliance with operational performance measures while the full modernization proceeds. The program has consistently proven to be reliable in terms of system availability and synchronized responses, routinely satisfying them on a daily and monthly basis. ?

?
Financial Performance -

The program meets Financial Performance goals by performing at or under budget during the entire fiscal year. ?Monthly financial performance indicates the same consistency. ?This fiscal year, the program has spent within 5% of budget while staying under budget. ?


Operational Performance Measures ?

APIS is meeting the targets for operational performance consistently.


Innovation ?

APIS has been modernized through the TECS Modernization Program, which has changed the architecture within which APIS can operate and use sustainable technologies. APIS will continue to upgrade and improve the functionalities during the next year. As CBP is migrating out of the National Data Center (NDC) to improve our technology infrastructure and to comply with federal mandates. The APIS program will workto take advantage of the capabilities and platform providers in the coming years. ?


Risk Analysis ?

The program has scrutinized its internal operation and has not identified any internal risk to efficiency and operability. ?External risks such as contract availability are threatening, but these risks are being addressed by the larger organization of CBP.","continue as-is","2023-07-27 11:25:30"
024,"Department of Homeland Security",60,024-000006005,"USCG - Nationwide Automatic Identification System (NAIS)",2022-04-06,"NAIS is a robust and technically complex system with many stakeholders. Many in the user community are happy with the existing capability provided by NAIS. Those that need robust AIS query capability or the ability to transmit SAR services and NOAA PORTS data are struggling with the inability of NAIS to deliver needed capabilities. This OA identified significant CG reliance on commercial or OGA (Other Governmental Agencies) to deliver CG operators capability. It also identified concerns with NAIS watch stander training, end of life hardware and software, and recommended the operational requirements for coverage be clarified for the Alaska region. Identified actions include formalizing the partnership between US Army Corps of Engineers (USACE), review alternatives to current commercial arrangement for Alaska NAIS coverage, improve training for NAIS watch standers.","initiate remediation action","2022-10-26 13:09:38"
024,"Department of Homeland Security",00,024-000001226,"DHS - CHCO - HR-IT",2021-07-16,"The CHCO/VPE should continue in operation and allowed to be enhanced as needed.  The operating environment allows the ability to report Human Capital information and host applications within an environment that allows better control for the HC community.","continue as-is","2021-09-29 14:41:56"
024,"Department of Homeland Security",58,024-000005116,"CBP - Land Border Integration",2021-07-14,"LBI provides officers and agents with responsive and accurate tool sets to complement their core mission. The modernized technologies being deployed are reliable, fast, durable, and cost effective to maintain. The benefits to operations have been enormous, both in reduced process time and increased security posture. Customer Satisfaction & Operational Performance: Regular reviews of LPR performance show they meet contractual service level requirements of 95% read accuracy. Benefits at POEs arise from innovative programs. Trusted Traveler programs provide a 75% to 86% shorter wait compared to general vehicle lanes and cycle times that are 56% to 100% faster (requiring fewer CBP officers). Ready Lane solutions shorten cycle times by 18% (vehicles) and 22% (pedestrians). Performance Metrics under program control are consistently met and those that rely on the traveling public are regularly met. However, during FY20 and due to the Covid pandemic, travel volume decreased significantly affecting some performance metrics that were based on pre-Covid travel levels.  Strategic & Business Results: LBI supports officers tasked with deciding whether to admit, deny, or refer for further processing travelers who seek to enter the U.S. at a POE. LBI meets the regulatory needs of Section 7209 of the Intelligence Reform and Terrorism Prevention Act of 2004, Public Law 108-458, as amended. Financial Performance: LBI upgrades and automates inbound traveler processing; expedites and secures over 200 million inspections annually; and reduces border wait times. Mobile devices for outbound and checkpoint operation allow officers and agents to document inspections and conduct law enforcement queries at the point of interview reducing inspection costs. Innovation: Active Lane Management, improved signage, and the use of Ready Lanes.  Advancements in biometric identification are evaluated by the CBP Entry/Exit Program for possible inclusion in the technology solution deployed at ports of entry. Handheld applications are a technology LBI continues to explore. Risk Analysis: LBI maintains an active Risk Register and meets on a regular basis to review risks. Each risk is assessed to determine if its likelihood of occurrence and impact are valid; if not information is updated. If a risk is on track to being realized it becomes an issue and mitigation is begun. New risks are identified and added to the register; resolved risks are cancelled.","continue as-is","2021-09-29 14:41:58"
024,"Department of Homeland Security",58,024-000005254,"CBP - Mobile Video Surveillance System (MVSS)",2023-04-05,"The MVSS continues to meet the existing objectives of filling capability gaps (identified in the Mission Need Statement) in situational awareness, detecting, tracking, identification, and classification of incursions across the 16 sectors for which it has been deployed. Apprehensions attributed to the MVSS continue to increase and the system continues to meet the mission of securing our Nation?s borders.
This OA concludes that the MVSS has achieved its programmatic goals as follows:
? Enhanced overall situational awareness/area coverage in the area of responsibility;
? Improved station effectiveness in detecting and responding to IoIs;
? Improved agent safety; and,
? Operations and Maintenance costs comparable with/lower than anticipated in LCCE.
The MVSS continues to meet operational performance measures on its deployed systems, as
MVSS FY 2023 OA
27
Operational Analysis Report
defined. Cost, schedule, and financial performance continue to meet the defined targets. The program continually evaluates risk and has a robust risk reporting process which enables them to track and manage risk efficiently and effectively.
The program created a more robust and standardized user feedback mechanism through the implementation of an annual customer satisfaction survey which serves as a dynamic tool for MVSS leadership. The survey is providing a way to gauge regular insights on customer satisfaction, impacts of corrective actions, and innovative ideas from the user community by providing additional data points that allow for proactive resolution of issues and more effective decision-making. As MVSS continues to secure and provide our borders needs, MVSS leadership can continue to utilize the powerful voice of BPAs to help align priorities with the needs of the field and help inform decision on the new technologies being considered.
The plan of action is to continue as a government-supported sustainment and to use BPA feedback to improve the MVSS Program.","continue as-is","2023-07-27 11:25:34"
024,"Department of Homeland Security",58,024-000005217,"CBP - Integrated Fixed Towers",2021-08-02,"Customer Satisfaction: Operators perceive the IFT system as a benefit to their overall mission providing an increase in situational awareness. Operators rated the systems capabilities as a vital contributor to the Command-and-Control Center (C2CEN) surveillance mission. 95% of the Operators surveyed rated IFT “average” or higher in latest annual survey. Strategic/Business: IFT remains a priority for DHS due to critical benefits such as mission efficiency and effectiveness, as well as Border Patrol safety. More specifically, the IFT system provides the Border Patrol the capability of continuously detecting Items of Interest (IoIs) from a tested range of 6.2 miles and identifying/classifying each from a tested range of 6.8 miles from each fixed tower within a Border Patrol Station’s Area of Coverage (AoC). Financial Performance: The current IFT solution continues to be the most cost-effective solution as determined in the IFT source selection. The Life Cycle Cost Estimate (LCCE) was lowered by over $210 million, with a reduction in acquisition cost by 69 percent compared with the Independent Government Cost Estimate. Innovation: IFT has implemented improved data integration between the IFT and RVSS into the IFT solution, which are innovative approaches to improve situational awareness for USBP. Risk Analysis: IFT investment risks are being mitigated and monitored closely.  IFT maintains an active Risk Register and meets on a regular basis to review risks. New risks are identified, assessed, and added to the register if impact is deemed valid; resolved risks are cancelled. IFT has no risks that are likely to become issues at this time. Op Performance: The IFT system exceeded all operational performance measures in FY21. Although the program recommendation is to Continue As-Is in the near term as the program will be consolidated into to Integrated Surveillance Towers program at the end of FY2021.","continue as-is","2021-09-29 14:42:05"
