agencyCode,agencyName,currentUII,investmentName,contractPIID,referencePIID,updatedTime
007,"Department of Defense",007-000000186,"Navy Enterprise Resource Planning",N0003921F3007,,"2023-03-14 13:45:40"
007,"Department of Defense",007-000103389,"Navy Personnel and Pay",N0003922RFPREQPMW2400045,,"2023-03-14 13:46:51"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFACT-17-D-00004,,"2023-08-31 07:37:37"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",692M15-19-D-00007,,"2023-08-31 07:37:50"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFACT-13-D-00004,,"2023-08-31 07:37:49"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",692M15-19-D-00015,,"2023-08-31 07:37:48"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",6973GH-19-D-00083,,"2023-08-31 07:37:47"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",693KA8-23-D-00010,,"2023-08-31 07:37:46"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA-15-A-80018,,"2023-08-31 07:37:44"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",6973GH-18-D-00008,,"2023-08-31 07:37:53"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",692M15-19-D-00013,,"2023-08-31 07:37:52"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",697DCK-22-D-00002,,"2023-08-31 07:37:51"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",697DCK-22-D-00001,,"2023-08-31 07:37:51"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",6973GH-23-F-00563,,"2023-08-31 07:37:54"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",47QTCA18D008L,,"2023-08-31 07:37:43"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",VOLPE,,"2023-08-31 07:37:43"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFA01-02-D-03006,,"2023-08-31 07:37:42"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA-17-C-00013,,"2023-08-31 07:37:41"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA-17-D-00015,,"2023-08-31 07:37:40"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA-17-D-00014,,"2023-08-31 07:37:39"
021,"Department of Transportation",021-126986528,"FAAXX380: AIT Application",DTFACT12D00004,,"2023-08-31 07:25:39"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",6973GH-23-D-000048,,"2023-08-31 07:37:55"
021,"Department of Transportation",021-996986525,"FAAXX740: Regulation and Certification Infrastructure for System Safety (RCISS)",692M1522F00064,692M1522F00064,"2023-08-31 08:49:45"
021,"Department of Transportation",021-996986525,"FAAXX740: Regulation and Certification Infrastructure for System Safety (RCISS)",692M1520D00004,692M1520D00004,"2023-08-31 08:49:46"
021,"Department of Transportation",021-126986527,"FAAXX379: AIT End User",DTFAWA10A00018,,"2023-08-31 07:24:37"
021,"Department of Transportation",021-739887853,"MARAD0014: Governance",693JF720F000053,,"2023-03-02 11:35:06"
021,"Department of Transportation",021-223759215,"MARAD0021: US Merchant Marine Academy Blackboard",693JF720F000006,,"2023-03-02 11:34:44"
021,"Department of Transportation",021-006227212,"FAAXX036: Terminal Primary Surveillance (TPS)",693KA9-21-F-00269,,"2023-08-30 18:23:04"
021,"Department of Transportation",021-006227212,"FAAXX036: Terminal Primary Surveillance (TPS)",693KA7-22-N-00006,,"2023-08-30 18:23:03"
021,"Department of Transportation",021-006227212,"FAAXX036: Terminal Primary Surveillance (TPS)",693KA9-23-F-00018,,"2023-08-30 18:23:05"
021,"Department of Transportation",021-006227212,"FAAXX036: Terminal Primary Surveillance (TPS)",693KA9-23-F-00015,,"2023-08-30 18:23:04"
021,"Department of Transportation",021-996986532,"FAAXX747: Tower Simulation System (TSS)",693KA8-18-D-00003/P00003,,"2023-02-28 13:50:10"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFACT-17-D-00004,,"2023-08-31 07:37:35"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA10A-00120/0005,,"2023-08-31 07:37:34"
021,"Department of Transportation",021-620588994,"FAAXX703: System Wide Information Management (SWIM)",DTFAWA-17-C-00013,,"2023-08-31 07:37:36"
021,"Department of Transportation",021-006081945,"FAAXX732: Common Support Services Weather (CSS-Wx)",693KA8-23-T-00004,,"2023-08-31 08:50:00"
021,"Department of Transportation",021-126986527,"FAAXX379: AIT End User",697DCK21D00007,,"2023-08-31 07:24:35"
021,"Department of Transportation",021-126986527,"FAAXX379: AIT End User",DTFACT17D00007,,"2023-08-31 07:24:36"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-23-C-00006,,"2023-08-31 07:05:08"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-22-N-00015,,"2023-08-31 07:05:08"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-23-N-00011,,"2023-08-31 07:05:10"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-22-D-00035,,"2023-08-31 07:05:09"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-21-T-00027,,"2023-08-31 07:05:11"
021,"Department of Transportation",021-762783225,"FAAXX807: NextGen Weather (Wx) Processor (NWP)",693KA8-23-T-00004,,"2023-08-31 08:50:37"
021,"Department of Transportation",021-129509298,"FAAXX171: FAA Enterprise Network Services (FENS) (Formerly FTI-2)",693KA8-23-D-00010,,"2023-08-31 07:05:41"
021,"Department of Transportation",021-089571105,"FAAXX169: Wide Area Augmentation System (WAAS)",693KA8-19-N-00010,,"2023-08-31 07:05:07"
021,"Department of Transportation",021-147277724,"FAAXX159: Voice Switching and Control System (VSCS)",697DCK23F00599,697DCK22D00001,"2023-08-30 18:27:55"
021,"Department of Transportation",021-147277724,"FAAXX159: Voice Switching and Control System (VSCS)",693KA821F00222,DTFA0102D03006,"2023-08-30 18:27:54"
019,"Department of Energy",019-000002809,"NNSA CNS M&O Non-CIO",DENA0001942,,"2023-03-01 15:07:02"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems",89303022FCF400032,89303022FCF400032,"2023-03-01 09:19:45"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems",89303022FCF000025,89303022FCF000025,"2023-03-01 09:19:45"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems",8930320FCF0016,8930320FCF0016,"2023-03-01 09:19:45"
019,"Department of Energy",019-000001331,"EERE Program Information Center (EPIC)",89243423FEE000246,,"2023-05-31 12:47:19"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems",8930320FCF0015,8930320FCF0015,"2023-03-01 09:19:45"
019,"Department of Energy",019-000000230,"FECM HQ IT Management (formerly FE HQ EA, Planning & Budgeting)",89303021FIM000064,,"2023-03-01 14:45:06"
019,"Department of Energy",019-000000231,"FECM HQ IT Cyber Security ",89303021FIM000064,,"2023-03-01 14:45:06"
019,"Department of Energy",019-000000122,"CF Corporate Business Systems",8930320FCF0013,8930320FCF0013,"2023-03-01 09:19:45"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",HHSM500201600034I,75FCMC22F0001,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",HHSM500201600016I,75FCMC23F0001,"2023-09-13 12:31:23"
009,"Department of Health and Human Services",009-000419507,"CMS Identity Management (IDM)",47QTCA19D00FF,75FCMC22F0004,"2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-000001372,"CDC PHIN: BioSense",IAA,IAA,"2023-09-13 15:14:44"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 22922OCIITCDWG "," 22922OCIITCDWG ","2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS35F0119Y,75FCMC20F0071,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000325768,"FDA ODT Customer Support",75F40122F80332,75F40122F80332,"2023-02-22 11:10:21"
009,"Department of Health and Human Services",009-000373698,"HHS Enterprise Human Capital Management (EHCM) Investment","GT&C A2211-075-097-034751.0",,"2023-07-24 11:53:49"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)",HHSM500201300016I,,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000462734,"CMS Hospital Quality Reporting (HQR 2.0)",HHSN316201200098W,75FCMC21F0029,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600054I,,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSN316201200077W,HHSM500201400103U,"2023-09-13 12:31:41"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201300011I,HHSM500T0002,"2023-09-13 12:31:38"
009,"Department of Health and Human Services",009-000433866,"CMS SalesForce (AKA: Agency Shared Services)",GS35F393CA,75FCMC20F0080,"2023-09-13 12:31:28"
009,"Department of Health and Human Services",009-000267389,"CMS Federally Facilitated Exchange (FFE)",HHSM500201600003I,75FCMC21F0002,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC19C0043,,"2023-09-14 09:23:03"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC19A007,75FCMC21F0001,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC18C0029,,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",HHSM50020160013U,GS00Q09BGD0039,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000455733,"HRSA - CARES Act Provider Relief Fund (COVID-19)",75R60221A00106,75R60223F34007,"2023-09-14 09:24:21"
009,"Department of Health and Human Services",009-000445597,"CMS Medicare Beneficiary Enrollment Data Management Cloud",GS35F393CA,75FCMC20F0080,"2023-09-14 09:23:02"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",FDAHHS75F40122S10021,,"2023-04-25 16:34:34"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",GS35F392DA,75FCMC20F009,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40122F80228,75N98120D00200,"2023-04-25 16:34:35"
009,"Department of Health and Human Services",009-000005314,"FDA OC Unified Registration and Listing System",75F40120A00001,75F40122F19021,"2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",HHSM500201300014I,75FCMC20F0001,"2023-09-13 12:31:24"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",GS35F146DA,75FCMC22F0016,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000457783,"CMS EQRS (ESRD Quality Reporting System)",47QTCA21D00C5,75FCMC23F0070,"2023-09-14 09:22:57"
009,"Department of Health and Human Services",009-000433866,"CMS SalesForce (AKA: Agency Shared Services)",75P00122A00001,75FCMC23F0008,"2023-09-13 12:31:28"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",HHSN5002013I,HHSM500T0002,"2023-09-14 09:23:09"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600079I,HHSM500T0001,"2023-09-13 12:31:41"
009,"Department of Health and Human Services",009-000004414,"CMS HIPAA Eligibility Transaction System (HETS)",GS35F372DA,75FCMC23F055,"2023-09-14 09:22:57"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",HHSM500201600002I,75FCMC23F0001,"2023-09-13 12:31:23"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)",HHSM50020170015I,75FCMC23F0001,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC19C0018,,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000004168,"HRSA - OIT Portfolio Management, Records Management, Architecture, Project Management and Accessibility Services",75R60223P00016,,"2023-09-14 09:04:33"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201300016I,HHSM500T0003,"2023-09-13 12:31:39"
009,"Department of Health and Human Services",009-000000525,"CDC NCIRD Health & Human Services",75D30123C17427,,"2023-09-13 17:58:53"
009,"Department of Health and Human Services",009-000439249,"CMS Integrated Data Repository Cloud (IDRC)",GS35F393CA,"75FCMC20F0080 ","2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-000461742,"CDC OCIO Security and Compliance",75D30123F16950,0HCAJRK1-2023-78227,"2023-09-13 15:53:34"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 75F40122F80275 "," 75F40122F80275 ","2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000325933,"HRSA - MCHB Performance Management Handbook (MPMH)",75R60222F34023,,"2023-02-21 13:33:05"
009,"Department of Health and Human Services",009-000380398,"CMS Quality Payment Program (QPP)",GS35F004GA,75FCMC23F0038,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000005318,"FDA ORA Automated Laboratory Management",75F40121A00019,75F40122F19003,"2023-02-22 10:18:14"
009,"Department of Health and Human Services",009-000438846,"CMS Enterprise Delivery Services",GS-35F-595GA,75FCMC20F0048,"2023-09-13 12:31:29"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",GS35F666GA,75FCMC23F0022,"2023-09-14 09:22:51"
009,"Department of Health and Human Services",009-000461757,"CDC Emergency Operations Center (EOC) IT Modernization",75D30122F14819,000HCBCC-2021-59973,"2023-09-13 16:27:16"
009,"Department of Health and Human Services",009-000281361,"CMS Fraud Prevention System (FPS)",GS35F694GA,75FCMC22F0065,"2023-09-14 09:22:56"
009,"Department of Health and Human Services",009-000462748,"CMS Electronic Submission of Medical Documentation (ESMD)",75FCMC23C0005,SB1667232444C,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000004258,"CMS Plan Enrollment (HPMS)",GS35F372DA,75FCMC23F0016,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000462748,"CMS Electronic Submission of Medical Documentation (ESMD)",75P00122A00001,,"2023-09-14 09:22:52"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40119F19001,75F40119A10015,"2023-04-25 16:34:36"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",HHSM5002016M0001Z,,"2023-09-14 09:23:04"
009,"Department of Health and Human Services",009-000004168,"HRSA - OIT Portfolio Management, Records Management, Architecture, Project Management and Accessibility Services",75R60223F80065,47QTCB21D0137,"2023-09-14 09:04:33"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",75FCMC18D0047,75FCMC19F0017,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000406264,"CMS Internet Quality Improvement and Evaluation System (iQIES)",HHSM500201600071I,75FCMC23F0001,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000454870,"ACF Programs for Child Abuse and Neglect (ACYF/CB)",47QRAA18D00BQ,140D0422F0989,"2023-09-13 20:02:10"
009,"Department of Health and Human Services",009-000001468,"CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)",GS00Q09BGD0055,HHSM500201700004G,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000406261,"CMS National Plan and Provider Enumeration System (NPPES)",HHSM500201700045I,75FCMC20F0002,"2023-09-14 09:23:04"
009,"Department of Health and Human Services",009-000004066,"CMS Enterprise Architecture",GS35F039BA,75FCMC19F0093,"2023-09-13 12:31:26"
009,"Department of Health and Human Services",009-000276109,"HRSA - Bureau of Primary Health Care BPHC Health Center  Management Information System BHCMIS",75R60221D00003,75R60223F34039,"2023-07-24 11:37:00"
009,"Department of Health and Human Services",009-000325934,"HRSA - HAB Specific EHB and Reporting Tools (HEART)",75R60221D00003,75R60223F34037,"2023-09-14 09:24:21"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," F231810153W "," F231810153W ","2023-02-22 12:24:28"
009,"Department of Health and Human Services",009-000462736,"CMS Unified Case Management (UCM) NexGen",HHSM500201600060I,75FCMC19F0002,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000462734,"CMS Hospital Quality Reporting (HQR 2.0)",47QTCA21D006H,75FCMC23F0035,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000333926,"FDA OC Information Governance",75F40122F19014,75F40121A00017,"2023-04-25 16:34:28"
009,"Department of Health and Human Services",009-000005316,"FDA ORA Regulatory Business Information Services",HHSF223201610028B,75F40122F19009,"2023-02-22 10:18:14"
009,"Department of Health and Human Services",009-000281595,"CMS Risk Adjustment Data Collection",GS35F013DA,75FCMC21F0037,"2023-09-14 09:23:09"
009,"Department of Health and Human Services",009-000469731,"SAMHSA - CMHS TA Support for State Program Improvement",HHSS283201700019I,,"2023-02-24 13:44:17"
009,"Department of Health and Human Services",009-000004260,"CMS Drug Claims (DDPS)",HHSM500201600005I,75FCMC19F0001,"2023-09-14 09:22:52"
009,"Department of Health and Human Services",009-000333926,"FDA OC Information Governance",75F40121F80034,NNG15SD76B,"2023-02-22 10:18:13"
009,"Department of Health and Human Services",009-000004066,"CMS Enterprise Architecture",GS35F039BA,75FCMC19F0053,"2023-09-13 12:31:26"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",NNG15SD28B,HHSM500201700004U,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000004102,"CDC LRN Results Viewer",75D30122F1,HHSN316201200028W,"2023-09-13 16:27:16"
009,"Department of Health and Human Services",009-000001555,"CDC PH Monitoring for Environmental Health",75D30123P16118,,"2023-09-13 17:58:58"
009,"Department of Health and Human Services",009-000325933,"HRSA - MCHB Performance Management Handbook (MPMH)",75R60223F34038,,"2023-09-14 09:24:24"
009,"Department of Health and Human Services",009-000382404,"AHRQ USPSTF Extranet",75Q80121F80004,,"2023-09-14 11:29:20"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",GS35F337BA,75FCMC20F0025,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000333926,"FDA OC Information Governance",75F40123F80086,NNG15SC39B,"2023-04-25 16:34:28"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS10F0422M,HHSM500201500542G,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000001384,"CDC Federal Select Agent Program (FSAP)","75D30123F16683 -IPP AOA 2023",,"2023-09-13 15:14:43"
009,"Department of Health and Human Services",009-000452077,"HRSA - HAB Advancing Data Dissemination (HADD)",HHSH250201800034G,,"2023-09-14 09:24:21"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC20A0014,75FCMC21F0001,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600054I,,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000435476,"FDA CDER Opioid Data Warehouse and Analytics",HHSF223201810050B,75F40121F19014,"2023-04-25 16:34:33"
009,"Department of Health and Human Services",009-000461735,"CDC OCIO Communication and Collaboration",75D30122F14092,,"2023-09-13 15:53:32"
009,"Department of Health and Human Services",009-000406264,"CMS Internet Quality Improvement and Evaluation System (iQIES)",HHSM500201600010B,75FCMC20F0001,"2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 75F40120F80376 "," 75F40120F80376 ","2023-02-22 12:24:27"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",HHSM500201300016I,HHSM500T0003,"2023-09-13 12:31:24"
009,"Department of Health and Human Services",009-000281595,"CMS Risk Adjustment Data Collection",GS35F393CA,75FCMC20F0080,"2023-09-14 09:23:11"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS00Q09BGD0055,HHSM500201700004G,"2023-09-13 12:31:39"
009,"Department of Health and Human Services",009-000001405,"NIH CC Clinical Research Information System (CRIS)",75N90023P00082,75N90023P00082,"2023-09-13 17:23:47"
009,"Department of Health and Human Services",009-000004710,"CDC Global Health Business Support and Information Systems",75D30123F15777,GS00Q14OADU117,"2023-09-13 16:27:16"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",GS35F241AA,75FCMC20F0052,"2023-09-13 12:31:23"
009,"Department of Health and Human Services",009-000457783,"CMS EQRS (ESRD Quality Reporting System)",HHSM500201600010B,75FCMC21F0001,"2023-09-14 09:22:56"
009,"Department of Health and Human Services",009-000420048,"CMS End User",47QTCK18D0008,75FCMC23F0076,"2023-09-13 12:31:24"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",GS35F161CA,75FCMC20F0057,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000331034,"CDC Natl Ctr For Hiv/aids, Viral Hepatitis, STD, and Scientific Research",000HCVJE-2019-38021,000HCVJE-2019-38021,"2023-09-13 17:55:42"
009,"Department of Health and Human Services",009-000462748,"CMS Electronic Submission of Medical Documentation (ESMD)",HHSM500201300014I,HHSM500T0006,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000447552,"CMS API Gateway",HHSM500201600021I,75FCMC21F0001,"2023-09-14 09:22:50"
009,"Department of Health and Human Services",009-000452304,"CMS RAC Program Support",GS06F0792Z," 75FCMC19F0097","2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)",75FCMC21F0019,GS35F0590W,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000419507,"CMS Identity Management (IDM)",HHSM547QSWA18D008F,75FCMC23F0031,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)",22922OCICYBERTRN,22922OCICYBERTRN,"2023-02-22 12:24:27"
009,"Department of Health and Human Services",009-000001468,"CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)",GS35F193DA,75FCMC22F0073,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000333926,"FDA OC Information Governance",75F40122F80349,NNG15SD19B,"2023-02-22 10:18:13"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",GS35F523BA,75FCMC23F0049,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",GS35F128BA,75FCMC21F0072,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000433866,"CMS SalesForce (AKA: Agency Shared Services)",47QTCK18D0008,75FCMC23F0076,"2023-09-13 12:31:28"
009,"Department of Health and Human Services",009-000407564,"CMS Central Data Abstraction Tool (CDAT) Modernized",HHSM500201600069I,75FCMC21F0001,"2023-09-14 09:22:51"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS35F393CA,75FCMC20F0080,"2023-09-13 12:31:38"
009,"Department of Health and Human Services",009-000462748,"CMS Electronic Submission of Medical Documentation (ESMD)",HHSM500201600068I,75FCMC21F0001,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000314914,"CMS Master Data Management (MDM)",75FCMC20F0080,GS35F393CA,"2023-09-14 09:23:02"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS07F399AA,HHSM500201700010G,"2023-09-13 12:31:39"
009,"Department of Health and Human Services",009-000223535,"CDC NCHS National Health Care Surveys",00HCPCD1-2022-61667,00HCPCD1-2022-61667,"2023-09-13 17:58:53"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS06F1066Z,HHSM500201500487G,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS00F045DA,75FCMC18F0022,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000223535,"CDC NCHS National Health Care Surveys",75D30122F15688,75D30120A08217,"2023-09-13 17:58:53"
009,"Department of Health and Human Services",009-000001555,"CDC PH Monitoring for Environmental Health",75D21-CDC301-19-C-06215,,"2023-09-13 17:58:58"
009,"Department of Health and Human Services",009-000462733,"CMS Enterprise Licenses",75FCMC20F0008,NNG15SD25B,"2023-09-13 12:31:31"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC23C0013,,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000005314,"FDA OC Unified Registration and Listing System",75F40120A00001,75F40122F19024,"2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000325933,"HRSA - MCHB Performance Management Handbook (MPMH)",75R60222F34026,,"2023-02-21 13:33:05"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40122F19007,75F40121D00014,"2023-04-25 16:34:35"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600054I,75FCMC20F0001,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000001371,"CDC NCHS National Vital Statistics System",75FCMC18D0047,75D30123F17448,"2023-09-13 17:58:53"
009,"Department of Health and Human Services",009-000445581,"CMS Beneficiary Enrollment and Plan Payment for Part C&D Cloud",GS35F281DA,75FCMC21F0047,"2023-09-14 09:22:49"
009,"Department of Health and Human Services",009-000457783,"CMS EQRS (ESRD Quality Reporting System)",HHSN316201200098W,75FCMC21F0029,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000001468,"CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)",75N98119D00019,75FCMC21F0013,"2023-09-14 09:22:56"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600050I,75FCMC20F0001,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC1940010,75FCMC19F0001,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000000704,"CMS Enterprise Data and Database Management","GS35F013DA ",75FCMC23F0050,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600067I,,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000462733,"CMS Enterprise Licenses",75FCMC20F0055,47QTCA18D008L,"2023-09-13 12:31:31"
009,"Department of Health and Human Services",009-000433866,"CMS SalesForce (AKA: Agency Shared Services)",GS35F267DA,75FCMC22F0117,"2023-09-13 12:31:28"
009,"Department of Health and Human Services",009-000438846,"CMS Enterprise Delivery Services",75FCMC20A0015,75FCMC20F0003,"2023-09-13 12:31:29"
009,"Department of Health and Human Services",009-000316503,"CMS MACBIS (Medicaid & CHIP Business Information and Solutions)",HHSM500201700023I,75FCM21F0001,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40122F80451,HHSN316201200018W,"2023-04-25 16:34:35"
009,"Department of Health and Human Services",009-000281783,"CMS Accountable Care Organization","GS35F393CA ",75FCMC20F0080,"2023-09-14 09:22:50"
009,"Department of Health and Human Services",009-000461763,"CDC NCIRD FluLIMS",75D30122F15368,GS35F276GA,"2023-09-13 17:58:53"
