agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
006,"Department of Commerce",006-000000165,"OS OFM Commerce Business Applications Solution (BAS) V2","Major IT Investments",2022-05-31,4,"The BAS program continues to modernize the Department's financial management, acquisition, and property systems.  Accomplishments: Communicated replanned schedule to stakeholders. Planning sessions conducted to adjust project schedules and timelines to reflect delay in deployment of system for NOAA, BIS, and EDA. The investment needs to refine progress reporting procedures and update projects based on replanning.  Project spending remains on track.",N,"2022-05-31 15:41:41"
006,"Department of Commerce",006-000526000,"BEA Cybersecurity","Standard IT Investments",2023-03-21,5,"BEA continues to ensure the integrity and reliability of BEA's data through implementation of Zero Trust architecture, Continuous Diagnostics and Mitigation (CDM) Programs, and enhanced data privacy. Investment is progressing as expected. ",Y,"2023-03-23 15:53:10"
006,"Department of Commerce",006-000380400,"NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)","Major IT Investments",2023-04-27,4,"HPCS is a constellation of super computers used by NOAA to perform research and development to improve climate and weather models that is meeting the mission requirements in performance.  The HPCS investment is in Operational and Maintenance mode and constituently meets and exceeds performance metrics. Accomplishments:System availability 99.69%; Data availability 100%; Compute hours made available 226,219,294. Progressing with some risk and issues including a Human Capital risk that is being addressed and partially mitigated.",N,"2023-06-06 14:45:52"
006,"Department of Commerce",006-000000134,"NIST Platform (PL)","Standard IT Investments",2022-10-21,5,"This Investment continues to provide support for distribution for mainframe databases and middleware systems including DBMS software and tools, labor and outside services. Investment is progressing as expected.",N,"2022-10-24 11:01:29"
006,"Department of Commerce",006-000000136,"Census - Enterprise Data Lake (EDL)","Major IT Investments",2023-06-27,3,"Enterprise Data Lake continues to be a flexible data repository intended to provide the Census Bureau with a next generation scaling capability to fulfill data storage, reporting, analytics, and security needs while reducing costs associated with duplicative data silos. Notable Accomplishments: Lakefront: Began verification of the AWS Data Migration Service (DMS) to the DMSPGPROD schema. Completed bug fixes and enhancements based on user feedback from LakeFront Phase 1 deployment. Completed code coverage, quality, and 508 Compliance scans for Lakefront Phase 1. Enterprise Data Catalog (EDC):  Designed DMS-EDL project resource mapping table. Provisioned Neptune in lower-level environments. Provided a demo of BI capabilities and limitations of the Open Search Dashboard. Other:  Identified PI 20 (10 week increment) objectives. Began provisioning access for the CAES-EDL interface needed by Special Census. Deployed to ITE the EDL to MOJO Event Messages (Abstraction Layer) functionality. The investment is rated 3 due to risk exposure and reporting concerns.",N,"2023-06-29 09:11:12"
006,"Department of Commerce",006-000000165,"OS OFM Commerce Business Applications Solution (BAS) V2","Major IT Investments",2023-03-31,3,"The BAS program continues to modernize the Department's financial management, acquisition, and property systems.  Accomplishments: Sunflower: Completed Sunflower CPU patch. Core Applications: Began Cycle 1 of System Integration Testing. Met with NOAA to discuss Internal Fund and Loans processes. Continued to provide user support for early adopters. Continued planning for training sessions. Data Warehouse: Conducted Contracts Management dashboard demos. The program rating is based on replanning and risks and continues to work through organizational change management risks and challenges to user adoption.",N,"2023-03-31 14:48:43"
006,"Department of Commerce",006-000000081,"USPTO Application (APP)","Standard IT Investments",2022-10-21,5,"The investment continues to support acquisition, development, management, and operation of software and applications. Delivered support to Scientific and Technical Information Centers key effort to develop a proof of concept for Non-Patent Literature search using DSpace.org.  Delivered Draw.io a free open source alternative to Visio for diagramming and sharing graphical information. Began building the Patent external chatbot model and continued to support the Trademark chatbot model development efforts.",N,"2022-10-24 11:50:19"
006,"Department of Commerce",006-000312900,"NOAA/NWS/ Dissemination","Major IT Investments",2023-05-30,3,"The Dissemination investment continues to be responsible for promoting increased accessibility, interoperability, and stewardship of NOAA data, leading, delivering, and coordinating NWS contribution to NOAA, DOC, and Administration data dissemination initiatives.  Notable Accomplishments: Go Live National Viewer 2.0. IRIS Code Handoff and EMWIN Code Handoff. The investment is rated a 3 due to the risk profile and issues.",N,"2023-05-31 15:03:45"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",2023-02-24,3,"The Program and the CEDSCI EDDE IT Platform project are dedicated to using customer feedback to develop innovative ways to improve customer with improved data and product displays, searches, and downloads accessible from census.gov and on mobile devices. The project is in the development of a modernized platform that disseminates Census data in an efficient technological manner.  The program is responsible for both the development project plus using the new platform for disseminating Census data.  Notable Accomplishments: Completed 100% of program sprints 47.4 and 48.1 and 58% of program spring 48.2.  Program increment 47 is 100% complete. Released 6 datasets to data.census.gov. The investment still has a risk exposure contributing to the overall rating.",N,"2023-02-28 16:44:54"
006,"Department of Commerce",006-000000136,"Census - Enterprise Data Lake (EDL)","Major IT Investments",2022-10-19,3,"Enterprise Data Lake continues to be a flexible data repository intended to provide the Census Bureau with a next-generation scaling capability to fulfill data storage, reporting, analytics, and security needs while reducing costs associated with duplicative data silos. Notable Accomplishments: Onboarding:  Demo Frame environment was completed for testing of main Frames prototype as design.  Enterprise Data Catalog: Phase 1 Go-Live Nov 2022. EDC workflow presented to Lakefront team. EDC demo provided to Decennial. Completed data pipeline to index metadata for metadata search. Designed the Lake Formation tagging for business metadata and data governance. Completed Step Function to extract structural metadata from Glue Catalog into the EDC database as part of cataloging the imported datasets. The investment is rated 3 due to risk exposure and reporting concerns.",N,"2022-10-20 17:01:52"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",2022-11-28,3,"The Patents Product Line investment continues to support the Patents business by creating additional products; retiring/decommissioning more legacy systems; and supporting Patents products operational activities. Notable Accomplishments: Conducted study halls to train the patent corps on integrated AI functionality study halls. Completed Initial test UI deployment to cloud. Finalized and deployed the Global Dossier deployment in PROD. Finished GD migration from Solr to OpenSearch. Progressing with some risks and issues.",N,"2022-11-28 15:22:54"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line","Major IT Investments",2023-04-27,3,"Enterprise Product Line continues to manage all of the back-office operations including communicating with the public and employees, providing usable data collections and analytics, disseminating public records including assignment records, collecting fees, paying agency bills, supporting legal functions, providing HR capabilities, supporting budget and planning, and managing facilities and assets. Accomplishments: the investment has delivered enhancements to the enterprise financial tools allowing more efficient workflows through component integration for Budget Formulation, Budget Execution, Acquisition Procurement, Activity Based Information and Financial Accounting (Momentum).  These system enhancements and increased automation deliver a greater customer experience for the internal end users and optimize agency performance through budget cycle. The investment is progressing with risks and issues that are being mitigated. ",N,"2023-04-27 17:15:43"
006,"Department of Commerce",006-000400900,"Census - Geographic Support Program (GSP)","Major IT Investments",2022-06-28,4,"The investment supports the integrated and automated computer-based Geographic Support System crucial to all censuses and household surveys. GSS continues to provide the Census address list, maps, geographic reference files, and processing systems to meet the geographic requirements of all Census Bureau programs and operations. Accomplishments:  Imagery acquired and received by Geography Division in February has been tested, cataloged and ingested into the Imagery Service within the three-month timeline of receiving the data.  This metric is complete with 100% on-time.  Response rates on BAS are currently at a 79.4%.  Geo has also created Vintage 52 through May (2022 American Community Survey data extract in Test Environment). Finished receiving BAS Responses (Online, Phone, Email) - May 2022   Investment is progressing as expected.",N,"2022-06-30 15:57:24"
006,"Department of Commerce",006-000000135,"Census - Data Ingest and Collection for the Enterprise (DICE)","Major IT Investments",2023-03-29,4,"The Data Ingest and Collection for the Enterprise (DICE) investment continues with implementing a new way of doing business that focuses on minimizing redundancy, lowering complexity, and avoiding duplicative costs for the Census's business and household data ingest and collection operations. DICE continues the efforts of being able to provide a way to collect quality data using one source. The program also continues its efforts to integrate and manage the development of an enterprise system that provides a shared platform for receiving data that has been collected by external sources, census and survey data. Accomplishments: In preparation of moving toward a shared platform, DICE completed the following: Closed Program Increment 08 and launched PI-09, Delivered UAT and STAGE environments to the MOJO and Centurion 2.0 development teams, Released QDM production software v3.3 to support the Current Pop Survey.  Investment is improving in reporting and is progressing in execution.",N,"2023-03-31 14:48:42"
006,"Department of Commerce",006-000352100,"NOAA/NOAA/ NOAA IT Security (parent)","Standard IT Investments",2022-10-21,3,"The IT Security investment continues to develop strategy, policy and the planning and oversight of all NOAA IT security, to ensure the integrity, confidentiality and availability of NOAA data and information. The investment is progressig with some resource concerns. ",N,"2022-10-24 11:01:30"
006,"Department of Commerce",006-000000133,"NIST Delivery (DEL)","Standard IT Investments",2022-10-21,5,"This investment continues to monitor, support, manage, and run IT operations including IT Service Management (ITSM). Investment is progressing as expected.",N,"2022-10-24 11:01:29"
006,"Department of Commerce",006-000051000,"OS OFM Commerce Business Systems (CBS)","Major IT Investments",2022-07-26,4,"The OS OFM Commerce Business Systems (CBS) investment continues to provide an integrated financial management system that has been implemented throughout the Department of Commerce (DOC). Accomplishments G-Invoicing: Continued supporting bureau testing of the CBS code.  Began CBS code production support for NOAA.  Continued G-Invoicing application training. Unique Entity Identifier:  Continued with production support.  A CBS code delivery was made to address a vendor matching scenario. Progressing with minimal risk.",N,"2022-07-28 09:15:33"
006,"Department of Commerce",006-000702500,"NIST IT Security","Standard IT Investments",2023-03-22,5,"This investment continues to support IT security, compliance, disaster recovery and the provisioning of SOCs. Investment is progressing as expected.",Y,"2023-03-23 15:56:18"
006,"Department of Commerce",006-000000165,"OS OFM Commerce Business Applications Solution (BAS) V2","Major IT Investments",2022-04-27,4,"The BAS program continues to modernize the Department's financial management, acquisition, and property systems.  Accomplishments: Continued replanning sessions to update the project schedule based on one-year delay in deployment of financial and acquisition system for NOAA, BIS and EDA. The investment needs to refine progress reporting procedures and update projects based on replanning.  Project spending remains on track.",N,"2022-05-02 09:21:14"
006,"Department of Commerce",006-000805600,"USPTO Trademarks Product Line","Major IT Investments",2023-05-31,4,"The Trademark Product Line investment continues to maintain all Trademark legacy components across the product line and is in the process of developing modernized business and technical solutions to further improve the delivery of business value. Notable Accomplishments: Successfully deployed TEAS TRAM retirement release 2 related enhancements to production environment as part of the TRAM retirement effort. Successfully deployed TM Viewer editing functionality to allow editing of owner details in production environment. Successfully deployed CMS related enhancements (Synchronizer) to support TRAM retirement components to production environment. The investment is progressing with some risks and issues that being mitigated.",N,"2023-05-31 15:03:45"
006,"Department of Commerce",006-000000129,"BEA Estimation Information Technology System (BEA-EITS) for Measuring the Changing US Economy.","Major IT Investments",2022-07-26,5,"The BEA Estimation IT System encompasses BEA's core economic processing system, and directly supports BEA's mission.  This investment supports timely, accurate release of more than 60 critical economic estimates per year. The BEA-EITS for Measuring the Changing U.S. Economy supports production and dissemination of BEA's critical economic estimates as well as statistical confidentiality, including legal requirements. BEA is pursuing a Statistical Production Modernization program which seeks to simplify and modernize processes and tools by first completing business process reengineering and then updating. Accomplishments: Supported the timely, relevant, and accurate release of 9 critical estimates measuring U.S. economic activity. Established VPN connection between the government and commercial Azure clouds. Completed Initial Operating Capability (IOC) for Venafi system. Investment progressing as expected.",N,"2022-07-28 09:15:31"
006,"Department of Commerce",006-000000096,"ITA End User (EU)","Standard IT Investments",2021-09-28,4,"Continued End User computing and centralized support to end users through the Customer Support Center (CSC).",N,"2021-09-29 09:04:29"
006,"Department of Commerce",006-000804900,"USPTO IT Security and Compliance (ITSC)","Standard IT Investments",2022-10-21,5,"The investment continues to support the core objectives to define, implement, and manage Cybersecurity and CIO Command Center (C3) System Performance and related technology for integration into USPTO infrastructure, upgrading infrastructure and software solutions to leverage new/emerging technology and remediate software and infrastructure-related critical cybersecurity findings to maintain compliance. The ITSC investment continues to support USPTOs security needs and is not experiencing any significant risks to its successful completion.  The investment is progressing as expected. ",N,"2022-10-24 11:57:07"
006,"Department of Commerce",006-000805600,"USPTO Trademarks Product Line","Major IT Investments",2022-02-25,4,"The Trademark Product Line investment continues to maintain all Trademark legacy components across the product line and is in the process of developing modernized business and technical solutions to further improve the delivery of business value. Notable Accomplishments: Successfully deployed TMA supplemental changes to Production. Successfully deployed ID Proofing Login Phase 2c1 related enhancements to production. Successfully deployed TSDR related features to production environment. Successfully deployed TECLO related features to production environment. Successfully deployed TMA. Successfully deployed TTABIS and ESSTA TMA supplemental changes to Production. Completed the Kerberos, Ranger and Knox installations in Cloudera FQT and Production environments.  Progressing with some reporting issues. ",N,"2022-03-03 07:52:44"
006,"Department of Commerce",006-000805200,"USPTO End User (EU)","Standard IT Investments",2021-09-29,5,"The End User Service investment delivers support services and enhancements to enable USPTO's nationwide workforce to meet its mission.  It covers product lifecycle management of enterprise hardware and software solutions for desktop, audio visual infrastructure, and collaboration. End User continues to successfully deliver support needed to define, implement, manage end-user desktop environment and collaboration services. ",N,"2021-09-29 13:55:22"
006,"Department of Commerce",006-000000098,"NTIA Application (APP)","Standard IT Investments",2022-10-21,5,"The investment continues to support acquisition, development, management, and operation of software and applications. This includes application resources shared across the enterprise (e.g., testing personnel, integrated development environments, testing software).  Investment is progressing as expected.",N,"2022-10-24 11:01:31"
006,"Department of Commerce",006-000400100,"Census - American Community Survey (ACS)","Major IT Investments",2023-06-27,4,"The American Community Survey (ACS) Investment continues to support the Bureau's objective of collecting, processing, and releasing information to meet the constitutional and legislative mandates. The American Community Survey has led to a simpler decennial census, provided more timely and relevant data between censuses, and led to widespread efficiencies throughout the federal statistical system. Notable accomplishment: Completed tabulation software testing on revised applications and systems. Completed the beginning of tabulation for ACS 2022 1-year estimates. Completed the review of ACS 2017-2021 5-year Selected Population Tables/American Indian and Alaska Native (SPT/AIAN) tables and prepare for release. Completed testing of Data Year 2022 Post Data Collection IT (PDC-IT). The investment is progressing as expected.",N,"2023-06-29 09:11:11"
006,"Department of Commerce",006-000051000,"OS OFM Commerce Business Systems (CBS)","Major IT Investments",2022-01-27,4,"The OS OFM Commerce Business Systems (CBS) investment continues to provide an integrated financial management system that has been implemented throughout the Department of Commerce (DOC). Accomplishments: G-Invoicing:  Completed development of CBS changes.  Began testing CBS changes.  Unique Entity Identifier:  Supported bureau testing of the UEI code in 12c and 19c.  Continued waiting for final C.Suite 10.4 code to continue functional testing.  Progressing with some risk.",N,"2022-01-27 16:10:12"
006,"Department of Commerce",006-000312900,"NOAA/NWS/ Dissemination","Major IT Investments",2022-03-29,3,"Dissemination responsibility includes promoting increased accessibility, interoperability, and stewardship of NOAA data, leading, delivering, and coordinating NWS contribution to NOAA, DOC, and Administration data dissemination initiatives. Accomplishments Successful completion of WPS Code Delivery. Provided NWSChat Long Term Briefing to PIC. Completion of development for Sequence of Events Circuit Transition Document under EIS Project.  The investment is rated a 3 due to the risk profile and issues.",N,"2022-03-29 16:41:08"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",2023-05-30,3,"The Program and the CEDSCI EDDE IT Platform project are dedicated to using customer feedback to develop innovative ways to improve customer with improved data and product displays, searches, and downloads accessible from census.gov and on mobile devices. The project is in the development of a modernized platform that disseminates Census data in an efficient technological manner.  The program is responsible for both the development project plus using the new platform for disseminating Census data.  Notable Accomplishments: Completed 98% of program sprint 49.  Released 1 datasets to data.census.gov. The investment still has a risk exposure contributing to the overall rating.",N,"2023-05-31 15:03:44"
006,"Department of Commerce",006-000552000,"BIS Commerce USXPORTS Exporter Support System (CUESS)","Major IT Investments",2022-06-28,3,"The BIS CUESS investment complements the export enforcement process in support of the single IT System for the Export Control Reform directive. Accomplishments: BIS implemented additional changes to improve the search capability in LOA to better match desired entity search results. Completed update OTE portal enhancement for military end-use items deferred to address document server stabilization effort. Delivered reports on entities including the Congressional report. Improved license follow up queues for Export Management Compliance. The BIS Consolidated screening list contains data through May 28. Progressing with risks. ",N,"2022-06-30 15:57:24"
006,"Department of Commerce",006-000000119,"OS OCIO IT Infrastructure (OITS) Delivery","Standard IT Investments",2022-10-21,4,"OS CIO continue to provide service delivery, which entails collaboration with the customer to improve the quality of products and services that utilize network and web-resources to deliver consistent, reliable, and dependable platforms that assist in fulfilling the customers business needs. In addition, provides system administration and service desk functionality to enhance customer experience. This investment is progressing as expected. ",N,"2022-10-24 11:01:32"
006,"Department of Commerce",006-000400100,"Census - American Community Survey (ACS)","Major IT Investments",2023-04-27,4,"The American Community Survey (ACS) Investment continues to support the Bureau's objective of collecting, processing, and releasing information to meet the constitutional and legislative mandates. The American Community Survey has led to a simpler decennial census, provided more timely and relevant data between censuses, and led to widespread efficiencies throughout the federal statistical system. Notable accomplishment: Completed release of ACS 2017-2021 5-year Data Profiles for 2022 State Legislative Districts. Completed submission of ACS 2022 data products package to Disclosure Review Board (DRB) for approval. Completed modification and tested tabulation software applications for ACS 2022 products requirements. Completed review of ACS 2017-2021 5-year SPT/AIAN estimates and update specs if needed. The investment is progressing as expected.",N,"2023-04-27 16:58:39"
006,"Department of Commerce",006-000404100,"Census - 2030 Decennial Census FY 2022 - FY 2024","Major IT Investments",2022-10-19,4,"The 2030 Decennial investment covers the Design Selection Phase (FYs 2022 - 2024) for the 2030 Census.  The 2030 Census strategic goals are consistent with prior decennial census goals and include: 1) A Complete and Accurate Census, 2) Embraced and Trusted Results, 3) An Efficient and Effective Program, and 4) An Appropriately Sized, Skilled, and Structured Workforce. Accomplishments: Identified Initial Risks and entered into Risk Register for System Information Hub.  Created draft system information Hub Schedule for the 2030 Design Phase IMS and delivered to Scheduling Branch.  Attachment C - FY 2023 Budget IUS Supplemental Exhibit was submitted to FIN. This investment is currently in the planning phase and is on target to meet all scheduled milestones identified to date. ",N,"2022-10-20 16:40:57"
006,"Department of Commerce",006-000000125,"Census - IT Platform","Standard IT Investments",2022-10-20,4,"This Investment continues to provide database, middle-ware, mainframe database and mainframe middle-ware support. Investment is progressing as expected. ",N,"2022-10-24 11:01:28"
006,"Department of Commerce",006-000320500,"NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS).","Major IT Investments",2022-02-25,4,"CLASS is the designated primary archive for most of NOAA environmental data sets. CLASS accomplishments for this month include: 1. Promoted Release 8.2.5 into operations and continued Release 8.3 analysis and implementation.  2. Performance metrics: Added 15.12M new catalog files to the archive in January 2022, exceeding the 11M files target. All (100%) actual technical issue responses exceeded the 95% target of responding within two business days of request thus exceeding the metric. The investment is executing as expected.",N,"2022-03-03 07:52:43"
006,"Department of Commerce",006-000320500,"NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS).","Major IT Investments",2021-09-24,4,"The CLASS program efficiently manages high volumes (petabytes) of satellite and in situ data and automates data ingest, quality control and access. Accomplishments for August:.  Performance metrics: Added 13M new catalog files to the archive in August, exceeding the 11M files target.  Customer Response: All (100%) actual technical issue responses exceeded the 95% target of responding within two business days of request.",N,"2021-09-29 11:15:30"
006,"Department of Commerce",006-000805600,"USPTO Trademarks Product Line","Major IT Investments",2023-04-27,4,"The Trademark Product Line investment continues to maintain all Trademark legacy components across the product line and is in the process of developing modernized business and technical solutions to further improve the delivery of business value. Notable Accomplishments: Successfully deployed EOG Electronic Digital Cert Gold Seal Integration & Queries to comply with USPTO enhanced electronic registration certificates effective April 18th. Deployed Trademark Exam enhancements to enable exam permissions for ExParte Appeal and Madrid 66(a) cases. Deployed 11 TRAM COM services into production via new DevSecOps pipelines as part of the TRAM retirement effort. Deployed TSDR related enhancements for Madrid 66a MP3/MP4 Multimedia submissions. The investment is progressing with some risks and issues that being mitigated.",N,"2023-04-27 17:15:43"
006,"Department of Commerce",006-000000088,"BIS End User (EU)","Standard IT Investments",2022-10-21,4,"This investment continues to provide the provisioning and support of an enterprise-wide end user capability supporting mobile devices and end-user software.  Investment is progressing as expected. ",N,"2022-10-24 12:13:33"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line","Major IT Investments",2022-03-29,4,"Enterprise Product Line continues to manage all of the back-office operations including communicating with the public and employees, providing usable data collections and analytics, disseminating public records including assignment records, collecting fees, paying agency bills, supporting legal functions, providing HR capabilities, supporting budget and planning, and managing facilities and assets. Selected Accomplishments: Completed UX definition for PTO Web MVP. Completed upgrade of PTAS server operating systems. Completed RBAC to OKTA migration for OEDIS CORE, RSP, CCX Drupal for WWW and PTOWeb.  Completed Fee Management Product maintenance. Commenced Financial Manager upgrade to NG8 3 percent completed. Completed ITSM replacement with ServiceNow. Completed replacement and modernization of TDXF daily jobs which provides daily TM files to the public with BDR. Completed COOP upgrade on Windows 2016 servers.  Progressing with some reporting issues.",N,"2022-03-29 17:01:38"
006,"Department of Commerce",006-000052500,"Commerce IT Management (CIM)","Standard IT Investments",2022-10-27,5,"This investment continues to support the resources for the Department's IT Management process including IT Program Management, control and oversight of IT investments and portfolio management. It is primarily for personnel, contractor support, and administrative activities to support the OCIO enterprise. Investment is progressing as expected.",N,"2022-10-27 10:29:35"
006,"Department of Commerce",006-000400700,"Census - Economic Census and Surveys","Major IT Investments",2022-10-19,4,"The Economic Censuses and Surveys program is a mixed life cycle investment and continues to support statistical programs that count and profile U.S. businesses and government organizations. ECON investment accomplishments include: DIPSE Redesign FY22 deployed into QA the modules for Multiple Affiliation Sold, Electronic Workflow Application, and Survey Unit Basic Update.  The DIPSE Redesign FY22 team also initiated work on modules Establishment Add AOF and Data Transfer.  The team also resolved defects identified in QA and UAT. The investment is executing as expected.",N,"2022-10-20 17:01:52"
006,"Department of Commerce",006-000400100,"Census - American Community Survey (ACS)","Major IT Investments",2022-01-27,4,"The American Community Survey (ACS) Investment continues to support the Bureau's objective of collecting, processing, and releasing information to meet the constitutional and legislative mandates. This month's accomplishment includes:  Completed review and approval of ACS 2021 data products changes and change requests. Completed review of ACS 2016-2020 5-year estimates.  The investment is executing as expected.",N,"2022-01-27 14:07:45"
006,"Department of Commerce",006-000000165,"OS OFM Commerce Business Applications Solution (BAS) V2","Major IT Investments",2022-09-14,4,"The BAS program continues to modernize the Department's financial management, acquisition, and property systems.  Accomplishments: Sunflower: Completed User Acceptance Testing.  Conducted training for Sunflower users. PRISM AAP: Completed User Acceptance Testing.  Results were provided to Department and Bureau acquisition leadership, and that group gave the approval to move forward with release of AAP functionality into production environment.  Technical Architecture:  Continued development of BAS Portal for Phase 1A deployment.  Continued end-to-end testing for Sunflower and AAP deployment.  Continued validating user authentication capabilities. The investment needs to refine progress reporting procedures and update projects based on replanning.",N,"2022-09-20 14:48:55"
006,"Department of Commerce",006-000400800,"Census - Field Support Systems","Non-major IT Investments",2022-04-28,5,"FSS continues to support the refreshing and maintaining of automated systems for data collection, tracking, and training for the critical current survey and decennial programs. Accomplishments: Continued return of previous devices. Processing final old CAPI laptops. FSS achieved above average results in the reported metrics for the Help Desk Ticket Resolution (99%, Target 94%) and the Data Delivery (100%, Target 96%). Progressing as expected.",N,"2022-05-02 09:17:19"
006,"Department of Commerce",006-000000129,"BEA Estimation Information Technology System (BEA-EITS) for Measuring the Changing US Economy.","Major IT Investments",2023-06-27,4,"The BEA Estimation IT System encompasses BEA's core economic processing system, and directly supports BEA's mission.  This investment supports timely, accurate release of more than 60 critical economic estimates per year. The BEA-EITS for Measuring the Changing U.S. Economy supports production and dissemination of BEA's critical economic estimates as well as statistical confidentiality, including legal requirements. BEA is pursuing a Statistical Production Modernization program which seeks to simplify and modernize processes and tools by first completing business process reengineering and then updating. Accomplishments: Support the timely, relevant, and accurate release of seven datasets measuring Gross Domestic Product for the U.S. Virgin Islands, 2021, Gross Domestic Product, 1st Quarter 2023 (Second Estimate) and Corporate Profits (Preliminary), and Personal Income and Outlays, April 2023. Transition remaining SIP Trunking Service and DID Phone Lines from WITS to EIS. This investment is progressing as expected.",N,"2023-06-29 09:11:11"
006,"Department of Commerce",006-000000136,"Census - Enterprise Data Lake (EDL)","Major IT Investments",2023-04-27,3,"Enterprise Data Lake continues to be a flexible data repository intended to provide the Census Bureau with a next-generation scaling capability to fulfill data storage, reporting, analytics, and security needs while reducing costs associated with duplicative data silos. Notable Accomplishments: Onboarding:  Released Production environment to Human Resource Division (HRD) 2023 Data Science Training Program. Conducted training sessions with HRD users on using EDL. Began provisioning infrastructure for Voice of Customer and Continuous Count Study projects. Completed 3.2 TB and 600 GBs data transfer from IRE to EDL to be used by Demo Frame.  The investment is rated 3 due to risk exposure and reporting concerns.",N,"2023-04-27 16:58:40"
006,"Department of Commerce",006-000000095,"ITA Delivery (DEL)","Standard IT Investments",2023-03-22,4,"This investment continues to maintain budgetary spending for ITA IT Service Management, Program, Product, Project Management, as well as Business Relationship Management and User Adoption and Training.  ITA is continuing to mature its TBM implementation. This investment is progressing as expected.",Y,"2023-03-23 15:56:18"
006,"Department of Commerce",006-000380400,"NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)","Major IT Investments",2021-10-27,4,"HPC is a constellation of super computers used by NOAA to perform research and development to improve climate and weather models that is meeting the mission requirements in performance.  Accomplishments:  System availability 99.21% (9/2021) Data availability 99.89% (9/2021; Compute hours made available 191,028,850 (9/2021).  Human Capital is high risk but is being addressed and is partially mitigated. ",N,"2021-12-06 14:02:23"
006,"Department of Commerce",006-000380400,"NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)","Major IT Investments",2022-06-28,4,"HPCS is a constellation of super computers used by NOAA to perform research and development to improve climate and weather models that is meeting the mission requirements in performance.  The HPCS investment is in Operational and Maintenance mode and constituently meets and exceeds performance metrics. Accomplishments: System availability 99.5%; Data availability 100%; Compute hours made available 196,001,193. Progressing with some risk and issues including a Human Capital risk that is being addressed and partially mitigated.",N,"2022-06-30 15:57:25"
006,"Department of Commerce",006-000805600,"USPTO Trademarks Product Line","Major IT Investments",2022-10-19,4,"The Trademark Product Line investment continues to maintain all Trademark legacy components across the product line and is in the process of developing modernized business and technical solutions to further improve the delivery of business value. Notable Accomplishments: Successfully deployed TEAS enhancements to production environment (session refresh and Withdrawal of Attorney (WOA) form). Successfully deployed TESS and TSDR related enhancements and defect fixes to production environment. Successfully deployed TM Exam related enhancements and defect fixes to production. Progressing with some reporting issues.",N,"2022-10-20 17:16:37"
006,"Department of Commerce",006-000313000,"NOAA/NWS/ NWS Central Processing ","Major IT Investments",2022-05-31,3,"Central Processing continues to provide increased satellite network bandwidth, processing and storage capacity. Accomplishments NAWIPS is following a desk-by-desk transition approach and is continuing forecaster training. Schedule continues to be impacted by National Center resources. Working WPC, AWC, OPC and NHC nearer term desk backlogs. AWIPS performance metric were met and/or exceeded: Customer Results and Network Availability: 99.98%; Satellite Master Ground Station Availability: 100%;  Identity Management Deployment: 100% complete. NWS is continuing to work on the impact of COVID-19 on AWIPS NAWIPS schedule and the WCOSS Transition and WCOSS Fee Liability. Rated 3 due to risk profile and issues.",N,"2022-05-31 15:41:41"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",2021-10-28,3,"The Program and the CEDSCI EDDE IT Platform project are dedicated to using customer feedback to develop innovative ways to improve customer with improved data and product displays, searches, and downloads accessible from census.gov and on mobile devices.  Accomplishments -  Completed Sprint 39 (39.1, 39.2, 39.3).  Release 9 datasets to data.census.gov.  The investment risk exposure is under review and may have a higher rating once progress reporting is finalized.",N,"2021-11-30 18:36:13"
006,"Department of Commerce",006-000000129,"BEA Estimation Information Technology System (BEA-EITS) for Measuring the Changing US Economy.","Major IT Investments",2022-01-26,5,"This investment supports timely, accurate release of more than 60 critical economic estimates per year. The BEA-EITS for Measuring the Changing U.S. Economy supports production and dissemination of BEA's critical economic estimates as well as statistical confidentiality, including legal requirements. BEA is pursuing a Statistical Production Modernization program which seeks to simplify and modernize processes and tools by first completing business process reengineering and then updating.  Accomplishments: Supported the timely, relevant, and accurate release of 10 critical estimates measuring U.S. economic activity. Replaced 30 telework laptops model 5570 that were 5 years old. Provisioned production core statistical systems in the cloud. ",N,"2022-01-27 14:05:34"
